53.57881, -0.65926
53.5789264, -0.6591636
53.5789901, -0.6589544
53.5790889, -0.6583911
53.5792545, -0.6579083
53.5792927, -0.657801
53.5800794, -0.6570178
53.5808947, -0.6562722
53.5809074, -0.6563795
53.5809106, -0.6566477
53.5809297, -0.6568515
53.5809424, -0.6570607
53.5809297, -0.6574041
53.5809361, -0.6578064
53.580694, -0.6584018
53.5807036, -0.6585574
53.58078, -0.6587183
53.5808182, -0.6588095
53.5809393, -0.6588686
53.5810125, -0.6589651
53.5810603, -0.6591636
53.580987, -0.6595981
53.5806908, -0.660156
53.580659, -0.6603652
53.5805889, -0.6606549
53.5804488, -0.6609231
53.5803628, -0.661304
53.5803087, -0.6616741
53.5803087, -0.6621408
53.5803023, -0.6628221
53.5803341, -0.6636214
53.5803246, -0.6641257
53.5802927, -0.6646514
53.5803055, -0.665338
53.5803214, -0.6655794
53.5801781, -0.66625
53.580038, -0.6666899
53.5799647, -0.6668508
53.57985, -0.666883
53.5797195, -0.6665289
53.579573, -0.6661427
53.5794742, -0.6658369
53.5793596, -0.6654882
53.5792577, -0.6651396
53.5791143, -0.6645495
53.5790252, -0.6640559
53.5789392, -0.6634605
53.57885, -0.6627578
53.578815, -0.6621677
53.5788054, -0.6613952
53.5787958, -0.6606281
53.5788277, -0.6598663
53.5788372, -0.6593996
